"sex","age","numgiven","sex1","talkto1","sex2","talkto2","sex3","talkto3","sex4","talkto4","sex5","talkto5","close12","close13","close14","close15","close23","close24","close25","close34","close35","close45","mntlhlth","health1"
"male","41","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA
"female","69","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","52","3","male","almost daily","female","almost daily","female","once a week",NA,NA,NA,NA,"especially close","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"8","very good"
"female","31","5","female","once a week","female","once a week","female","almost daily","female","almost daily","female","almost daily","know each other","total strangers","know each other","know each other","total strangers","know each other","know each other","know each other","know each other","know each other","10","good"
"male","55","2","male","once a week","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","79","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","33","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"female","26","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"male","46","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"female","68","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","66","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"female","66","6","female","almost daily","female","almost daily","female","almost daily","female","almost daily","female","almost daily","especially close","especially close","especially close","know each other","especially close","especially close","especially close","total strangers","total strangers","especially close",NA,NA
"female","75","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fair"
"female","29","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"male","44","3","female","almost daily","female","almost daily","male","almost daily",NA,NA,NA,NA,"especially close","know each other",NA,NA,"total strangers",NA,NA,NA,NA,NA,"3",NA
"female","28","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","78","2","male","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fair"
"male","69","6","male","almost daily","male","lt once a month","male","almost daily","female","almost daily","male","once a month","total strangers","total strangers","total strangers","total strangers","know each other","know each other","total strangers","especially close","especially close","especially close","0",NA
"male","49","3","female","once a week","male","almost daily","female","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"female","22","5","male","almost daily","female","almost daily","male","almost daily","female","once a week","female","once a month","especially close","especially close","know each other","know each other","especially close","know each other","especially close","know each other","especially close","know each other",NA,"very good"
"male","28","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","60","6","female","almost daily","male","almost daily","male","almost daily","male","once a week","male","once a week","know each other","know each other","especially close","especially close","know each other","know each other","know each other","know each other","know each other","especially close","0","very good"
"female","64","3","female","once a week","male","almost daily","female","once a month",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,NA,"good"
"female","48","5","male","almost daily","female","once a week","male","once a month","male","once a month","female","almost daily","know each other","know each other","especially close","know each other","know each other","total strangers","know each other","total strangers","know each other","total strangers","2","excellent"
"male","63","2","male","once a month","female","once a month",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","64","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"male","50","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","36","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"male","48","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","58","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","35","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"male","23","5","male","once a week","male","almost daily","male","once a month","male","once a month","female","almost daily","know each other","know each other","especially close","know each other","total strangers","total strangers","know each other","especially close","total strangers","know each other","5",NA
"male","51","5","female","once a week","male","almost daily","female","once a month","female","lt once a month","female","almost daily","total strangers","total strangers","total strangers","total strangers","know each other","know each other","know each other","know each other","know each other","total strangers","0",NA
"female","29","4","female","almost daily","male","once a week","female","almost daily","male","almost daily",NA,NA,"especially close","know each other","total strangers",NA,"know each other","total strangers",NA,"know each other",NA,NA,"7","fair"
"female","56","3","female","once a week","male","once a week","female","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA
"female","40","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","50","3","male","almost daily","female","almost daily","female","almost daily",NA,NA,NA,NA,"know each other","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"5","good"
"female","48","3","female","almost daily","female","almost daily","female","almost daily",NA,NA,NA,NA,"especially close","total strangers",NA,NA,"total strangers",NA,NA,NA,NA,NA,"0","excellent"
"male","35","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"female","47","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","44","3","male","almost daily","male","once a week","male","once a week",NA,NA,NA,NA,"especially close","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"0","fair"
"male","67","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poor"
"female","73","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","30","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","excellent"
"female","27","4","male","almost daily","female","almost daily","female","once a month","female","once a week",NA,NA,"know each other","know each other","know each other",NA,"know each other","know each other",NA,"know each other",NA,NA,NA,"very good"
"female","25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"female","25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"female","55","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","very good"
"male","23","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"female","39","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"female","70","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","74","3","male","almost daily","female","almost daily","male","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"female","64","3","male","once a week","female","once a week","female","almost daily",NA,NA,NA,NA,"especially close","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"0","excellent"
"male","26","3","female","almost daily","male","almost daily","male","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"0",NA
"male","52","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"female","38","4","female","almost daily","female","once a week","female","almost daily","male","once a week",NA,NA,"total strangers","know each other","total strangers",NA,"know each other","especially close",NA,"especially close",NA,NA,"0","excellent"
"female","73","1",".a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excellent"
"male","34","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","32","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","37","2","female","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","excellent"
"female","34","2","female","once a week","male","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","25","3","female","almost daily","female","almost daily","male","almost daily",NA,NA,NA,NA,"especially close","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"5",NA
"female","32","3","male","almost daily","female","once a week","female","almost daily",NA,NA,NA,NA,"know each other","know each other",NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA
"male","59","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"female","19","2","female","once a month","female","almost daily",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excellent"
"male","36","2","female","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"female","65","2","male","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"male","56","3","male","once a month","male","lt once a month","male","once a month",NA,NA,NA,NA,"especially close","total strangers",NA,NA,"especially close",NA,NA,NA,NA,NA,"0","excellent"
"male","51","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"male","57","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","32","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"female","85","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","28","4","male","almost daily","female","almost daily","male","almost daily","female","once a week",NA,NA,"especially close","especially close","know each other",NA,"especially close","know each other",NA,"especially close",NA,NA,NA,"good"
"female","78","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","20","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","34","2","female","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"male","23","5","male","almost daily","female","almost daily","female","almost daily","male","once a week","male","once a month","especially close","know each other","know each other","total strangers","know each other","know each other","know each other","know each other","especially close","total strangers",NA,NA
"female","19","2","female","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA
"male","70","3","male","once a week","male","once a week","female","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"female","52","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"male","46","6","male","once a week","male","almost daily","male","once a week","female","almost daily","male","once a month","total strangers","especially close","total strangers","know each other","total strangers","know each other","total strangers","total strangers","total strangers","know each other","0",NA
"male","69","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","very good"
"female","32","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","excellent"
"female","38","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","77","2","male","once a week","female","once a week",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","44","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","41","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"male","38","2","male","once a week","male","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA
"female","32","2","female","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","34","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"female","38","5","male","almost daily","female","almost daily","female","almost daily","male","almost daily","female","once a week","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","0",NA
"male","60","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very good"
"female","83","4","female","once a week","female","once a week","female","almost daily","male","once a week",NA,NA,"especially close","especially close","total strangers",NA,"especially close","especially close",NA,"especially close",NA,NA,NA,NA
"female","49","2","female","once a week","male","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"female","32","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"male","81","5","male","once a month","male","once a week","male","once a week","male","once a week","male","once a week","total strangers","know each other","especially close","know each other","know each other","total strangers","know each other","total strangers","know each other","know each other",NA,NA
"female","52","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"female","26","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO ANSWER","excellent"
"male","42","3","female","almost daily","male","once a week","male","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"female","42","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO ANSWER",NA
"female","24","3","female","almost daily","male","almost daily","female","once a month",NA,NA,NA,NA,"especially close","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA
"male","27","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"female","52","3","female","almost daily","female","once a week","female","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,NA,"good"
"female","41","2","female","almost daily","female","once a month",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"female","89 or older","2","female","once a week","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","40","3","male","almost daily","female","once a week","male","almost daily",NA,NA,NA,NA,"know each other","know each other",NA,NA,"total strangers",NA,NA,NA,NA,NA,"1",NA
"female","52","2","female","once a week","male","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"female","37","2","female","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","56","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","44","3","female","almost daily","male","once a month","female","once a week",NA,NA,NA,NA,"total strangers","know each other",NA,NA,"total strangers",NA,NA,NA,NA,NA,"15","good"
"female","68","2","female","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very good"
"female","44","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA
"male","50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"male","49","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","very good"
"male","55","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","33","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"female","55","4","male","lt once a month","female","almost daily","female","once a week","female","once a month",NA,NA,"total strangers","know each other","know each other",NA,"total strangers","total strangers",NA,"know each other",NA,NA,"1",NA
"male","46","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"female","45","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","58","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
